acousticness,energy,explicit,instrumentalness,loudness,popularity,speechiness,year,acousticness_ar,danceability_ar,energy_ar,instrumentalness_ar,loudness_ar,speechiness_ar,tempo_ar,popularity_ar,count,acousticness_yr,danceability_yr,duration_ms_yr,energy_yr,instrumentalness_yr,liveness_yr,loudness_yr,speechiness_yr,tempo_yr,valence_yr,popularity_yr
0.924,0.125,0,5.01e-05,-19.866,1.665396801106894,0.0375,2015,0.784848485,0.581434343,0.162919192,0.063133807,-18.69987879,0.049282828,113.4021818,0.0,198,0.291639953,0.560455,262678.8835,0.591278507,0.244286155,0.19861113,-9.230797391,0.082571696,120.8787926,0.433696761,29.67217391
0.07,0.637,0,1.31e-05,-12.149,37.48751160310657,0.205,1993,0.036634432,0.841932432,0.770459459,0.000910798,-8.580283784,0.205940541,120.5861216,37.40540541,74,0.320281025,0.569725819,247680.3649,0.550038774,0.111799363,0.192185601,-11.0844424,0.076870258,120.4223093,0.55555854,42.34806356
0.812,0.503,0,0.0,-10.929,23.067148399741527,0.0886,1960,0.812273927,0.567392739,0.317760396,0.012038388,-12.26867987,0.040213201,114.5553366,24.4290429,303,0.768254423,0.4820517,210238.5085,0.3393798,0.181655354,0.2077554,-13.806002,0.0649571,112.3545995,0.51902625,19.8485
0.0172,0.857,0,0.000343,-5.925,6.188994476734393,0.0653,2020,0.004609665,0.666416667,0.798666667,0.599807167,-7.404666667,0.052591667,128.8501667,7.166666667,12,0.202303152,0.605285375,218977.4828,0.67424741,0.24900808,0.234414811,-8.077562878,0.100628598,124.0583081,0.468030095,24.0647415
0.609,0.423,0,0.000153,-11.476,31.144185225794295,0.0283,1968,0.334123684,0.504447368,0.577763158,0.03835395,-10.42347368,0.040002632,117.9418421,32.07894737,76,0.492957213,0.497322074,213801.116,0.456887378,0.12503021,0.215084691,-12.00209284,0.058626716,115.8942227,0.563009926,31.2
0.215,0.387,0,2.64e-06,-12.961,24.293105468182546,0.266,1957,0.579671053,0.616541141,0.483982456,0.039764876,-10.48409062,0.179605089,120.1724427,26.80701754,121,0.7937751,0.5036534,240072.304,0.293809755,0.203772194,0.1862876,-14.271581,0.0675756,112.5288855,0.5109486,19.7005
0.797,0.203,0,1.79e-06,-12.024,31.74472354400593,0.0268,1968,0.561608097,0.638102983,0.423363636,0.030995175,-12.16477912,0.040126397,114.6921546,31.44270833,192,0.492957213,0.497322074,213801.116,0.456887378,0.12503021,0.215084691,-12.00209284,0.058626716,115.8942227,0.563009926,31.2
0.956,0.3,0,0.895,-17.072,1.1105038115790364,0.0499,1928,0.947021978,0.25842033,0.235219231,0.646752857,-15.61484341,0.049686264,92.4811978,4.673076923,52,0.939140715,0.534906667,214396.0322,0.20885582,0.490954813,0.174657333,-17.13142353,0.158645333,106.749062,0.497412314,1.453333333
0.0689,0.186,0,0.00246,-19.609,37.014785826704625,0.0688,1984,0.230116667,0.5525,0.433833333,0.053529,-14.19433333,0.057633333,142.0056667,36.83333333,12,0.294050144,0.531049175,252347.0005,0.582314958,0.144558479,0.191903448,-11.69708996,0.058867766,121.1312244,0.550548531,37.3868066
0.852,0.248,0,0.386,-17.56,16.29236462666573,0.0352,1960,0.926066414,0.551020873,0.169922201,0.751928427,-19.86890323,0.047158065,102.6033548,17.46679317,527,0.768254423,0.4820517,210238.5085,0.3393798,0.181655354,0.2077554,-13.806002,0.0649571,112.3545995,0.51902625,19.8485
0.982,0.414,0,0.00567,-10.146,-1.7865496962244833,0.0518,1950,0.950785714,0.374428571,0.377714286,0.232012933,-10.83421429,0.0459,114.0802143,0.0,28,0.822814401,0.52903705,208073.6155,0.30353605,0.211687856,0.2249315,-14.400896,0.25047935,110.500212,0.5570354,3.86
0.993,0.0427,0,0.884,-25.61,7.809811845486394,0.0402,1986,0.986610205,0.341724752,0.142346716,0.879825291,-21.88193886,0.042583345,94.84735663,3.955719557,1202,0.291118346,0.540183972,252998.8621,0.611006023,0.115236219,0.211207666,-11.22539572,0.064773569,120.2389995,0.548896814,37.15530114
0.963,0.387,0,0.305,-14.749,6.155983204240314,0.0323,1938,0.968880785,0.375480035,0.242916667,0.50765776,-17.76034701,0.043333742,111.9001053,9.237731734,917,0.913630353,0.48051045,247940.7219,0.281248392,0.37636336,0.236019614,-14.30797749,0.095286977,111.6443248,0.514659984,2.072347267
0.991,0.0271,0,0.923,-28.638,39.92697611697671,0.0353,1990,0.979658074,0.284945969,0.138489302,0.911857143,-25.68815251,0.047008266,101.4796445,40.28571429,917,0.343075349,0.533510259,256029.3586,0.565779163,0.131873889,0.188836703,-11.42803685,0.064080179,120.0291051,0.525796713,40.16832669
0.438,0.599,0,3.73e-05,-8.919,37.26520699530888,0.0442,1985,0.327908338,0.524023148,0.647623148,0.024805117,-8.921488426,0.064117824,121.7383125,37.07638889,432,0.30974067,0.555073144,251533.7838,0.595302267,0.118708717,0.196849875,-11.4783149,0.058597708,121.2249851,0.564201993,36.55655207
0.295,0.717,0,1.87e-06,-8.586,9.463374520411236,0.0312,2020,0.219106413,0.582119565,0.625793478,0.000786707,-8.778152174,0.035267391,112.1904348,10.0,184,0.202303152,0.605285375,218977.4828,0.67424741,0.24900808,0.234414811,-8.077562878,0.100628598,124.0583081,0.468030095,24.0647415
0.00966,0.485,0,0.66,-8.084,3.731933326322988,0.0328,2014,0.015108667,0.76675,0.534166667,0.66,-8.07875,0.049016667,122.0011667,2.0,6,0.22676187,0.586153064,264392.4858,0.664777719,0.259981951,0.222449778,-7.82685524,0.097627442,124.6214969,0.438681083,29.10790409
0.941,0.216,0,0.0,-14.227,7.425986418314963,0.413,2009,0.941,0.691,0.216,0.0,-14.227,0.413,139.986,0.0,2,0.251490509,0.566000641,245540.9705,0.694245426,0.147977194,0.215080974,-7.432497758,0.089191224,124.8294523,0.538016912,36.97309417
0.291,0.397,0,0.0,-18.624,44.1633956384061,0.0255,1988,0.360936982,0.543757396,0.59064497,0.058593237,-10.98631361,0.041266272,124.6790651,44.12426036,169,0.324389742,0.538125612,255257.023,0.585181413,0.125208639,0.210337644,-11.58102596,0.06661967,119.9393824,0.546343395,38.91362956
0.339,0.436,0,0.0,-13.524,45.255884114781715,0.032,1979,0.319,0.8045,0.46425,1.46e-05,-14.35775,0.06265,110.61825,45.75,8,0.301470092,0.5635958,250921.54,0.586696375,0.116426594,0.2101602,-10.991099,0.06761125,122.173583,0.6115307,35.797
0.992,0.14,0,0.167,-15.733,-2.1517755667061778,0.035,1947,0.975666667,0.391166667,0.1504,0.23631357,-13.56466667,0.042483333,108.0593333,0.0,12,0.915655383,0.47210391,232131.8827,0.262955178,0.351209088,0.223445024,-14.4148436,0.100228614,108.9728833,0.509180746,1.642180095
0.994,0.15,0,0.813,-14.846,0.5223752239749757,0.0569,1949,0.959352857,0.581480952,0.283528095,0.243271159,-11.25034048,0.145668333,111.5371571,2.383333333,420,0.907087795,0.4440309,223351.576,0.247214015,0.298758689,0.2095805,-15.490747,0.10339205,108.8755635,0.4343336,3.771
0.819,0.139,0,0.000715,-18.431,10.171769962740754,0.0566,1956,0.68725,0.612875,0.246375,0.003964,-16.05625,0.111025,104.395375,12.25,16,0.82345549,0.48929605,211950.807,0.30269521,0.232106417,0.1840064,-14.1798325,0.06287685,111.8801715,0.50862275,15.7935
0.894,0.127,0,0.00306,-13.331,20.58791420255615,0.0681,1959,0.855857143,0.619714286,0.265,0.001056,-10.60057143,0.053842857,93.75142857,21.0,7,0.78490922,0.47976285,211928.132,0.31221019,0.183819909,0.1925164,-14.413364,0.06436665,111.38834,0.4782571,20.5825
0.38,0.477,0,4.93e-05,-11.945,37.52071737880877,0.029,1973,0.336902084,0.527763889,0.592168651,0.012831839,-9.699902778,0.042224603,128.748875,37.44444444,504,0.417257476,0.512762537,255462.5265,0.535390809,0.099985903,0.198134665,-11.19163686,0.056518881,120.0493272,0.588103247,36.1003996
0.00272,0.836,0,0.645,-4.58,53.41105244983031,0.0258,1999,0.066461725,0.418365079,0.819873016,0.112243218,-5.879714286,0.054069841,137.4997778,53.53968254,126,0.286312727,0.581505831,242510.8424,0.628065676,0.113494361,0.205902892,-8.489800964,0.093549349,119.4758477,0.553062651,45.24
0.905,0.404,0,0.0299,-9.776,-1.145823951376272,0.0376,1935,0.905,0.491,0.404,0.0299,-9.776,0.0376,173.94,0.0,2,0.779467828,0.554997053,221102.2242,0.246622915,0.223655447,0.229625817,-15.40576041,0.355044523,110.7225874,0.544518193,1.372197309
2.52e-06,0.991,0,0.0058,-2.727,32.14909647303897,0.182,1985,2.52e-06,0.123,0.991,0.0058,-2.727,0.182,191.533,32.0,2,0.30974067,0.555073144,251533.7838,0.595302267,0.118708717,0.196849875,-11.4783149,0.058597708,121.2249851,0.564201993,36.55655207
0.984,0.26,0,0.856,-16.102,0.2747230079661165,0.0784,1940,0.988353689,0.367918121,0.104150607,0.855305735,-23.26959861,0.046597822,101.6729381,3.214574899,310,0.846520478,0.525450988,181590.276,0.312278425,0.322913292,0.262480198,-13.61239865,0.245761538,108.8721107,0.622196383,0.85031185
0.986,0.143,0,0.858,-21.45,4.608155127867036,0.0427,1953,0.965675973,0.340341938,0.185926,0.863164627,-20.78835485,0.057919777,101.9214459,9.237731734,917,0.891746741,0.4408337,216552.2595,0.26741821,0.314624788,0.2214424,-15.4143045,0.09259075,110.008113,0.432251,3.6725
0.835,0.411,0,5.55e-05,-8.775,31.226795012939057,0.0354,1964,0.606480773,0.559683575,0.433743961,0.006214269,-10.71547101,0.061202415,117.5892271,31.58454106,414,0.695062306,0.501895452,195398.018,0.396852639,0.167019708,0.215589105,-12.84495602,0.061628686,114.7052969,0.557205297,25.74962519
0.898,0.481,0,0.2,-15.897,-1.515297589003751,0.0472,1931,0.87397619,0.568190476,0.452428571,0.420967429,-16.31780952,0.071309524,123.3204286,1.19047619,42,0.833182438,0.594892769,171564.2448,0.234736449,0.221921146,0.227246281,-16.50950723,0.452752273,108.9743781,0.512847211,0.22107438
0.542,0.459,0,4.88e-06,-6.484,40.84650823228885,0.041,1977,0.557218713,0.470161793,0.39320078,0.002938805,-7.408902534,0.041674464,116.2407758,38.16179337,513,0.343144046,0.53352069,256076.6782,0.554584217,0.127443588,0.226251924,-11.12688006,0.062954673,121.6445122,0.582772214,35.30934533
0.596,0.308,0,0.0,-14.739,30.475294342477092,0.0319,1966,0.743164056,0.383002787,0.233772948,0.019481079,-14.44173589,0.049389686,109.5408571,28.36376307,1435,0.526400901,0.504722806,207088.5253,0.480173184,0.117845979,0.216740295,-11.36023767,0.054067136,117.0764222,0.577695644,30.90711083
0.951,0.342,0,0.526,-11.205,-0.15687378618761727,0.0323,1937,0.979841346,0.465647207,0.216397115,0.482824762,-13.35343819,0.128414858,94.86971131,0.163461538,104,0.865540561,0.542640393,223035.1921,0.310512451,0.328677609,0.225340091,-13.12091679,0.08578351,115.1677428,0.58503888,3.281391831
0.00722,0.702,0,0.0,-6.763,61.49480339767136,0.0247,2012,0.611089634,0.467105634,0.416457746,0.002318877,-8.880373239,0.036524648,114.7196479,62.12676056,142,0.213520749,0.558841246,255291.6544,0.687063691,0.192877215,0.22086636,-7.650871873,0.085438489,123.3806105,0.465576223,31.27820316
0.988,0.0295,0,0.811,-21.671,4.199119058034896,0.0372,1942,0.944225701,0.327635016,0.20332093,0.855305735,-19.527973,0.050784895,106.290529,9.237731734,1035,0.853698765,0.46501372,222156.5464,0.255448119,0.393849549,0.212411295,-15.02996393,0.083981431,106.005414,0.478114548,1.132465996
0.954,0.171,0,7.04e-06,-16.595,20.769485453845213,0.0378,1963,0.959,0.2756,0.2358,0.021992817,-12.5831,0.03473,108.815,19.5,20,0.71813448,0.48409315,201515.5245,0.373427685,0.199600886,0.20455155,-13.369894,0.05160555,114.3029375,0.53991905,25.126
0.873,0.233,0,0.171,-15.607,36.12961477237504,0.0305,1965,0.648481443,0.575618557,0.412138144,0.044703522,-13.54035052,0.04815567,110.0043299,37.55670103,194,0.61313595,0.500765584,198106.6588,0.443993202,0.121925504,0.21387952,-12.03407742,0.057635365,116.6388117,0.579821029,27.18181818
0.803,0.0603,0,0.0,-12.729,2.450232549321967,0.153,2014,0.608782609,0.547,0.41033913,0.042978692,-10.83834783,0.04193913,109.191913,0.043478261,46,0.22676187,0.586153064,264392.4858,0.664777719,0.259981951,0.222449778,-7.82685524,0.097627442,124.6214969,0.438681083,29.10790409
0.981,0.348,0,3.97e-06,-15.728,0.5293213116205209,0.0502,1931,0.98702865,0.671241023,0.286427367,0.542779027,-11.84169314,0.120962774,123.6095963,0.049701164,3179,0.833182438,0.594892769,171564.2448,0.234736449,0.221921146,0.227246281,-16.50950723,0.452752273,108.9743781,0.512847211,0.22107438
0.91,0.21,1,0.0537,-18.13,67.11078702192354,0.0605,2020,0.9385,0.4925,0.232,0.02889,-16.4215,0.0543,128.689,70.5,4,0.202303152,0.605285375,218977.4828,0.67424741,0.24900808,0.234414811,-8.077562878,0.100628598,124.0583081,0.468030095,24.0647415
0.701,0.406,0,0.000948,-13.74,32.691917945218485,0.045,1973,0.617889352,0.571679764,0.359441257,0.038929651,-13.36107073,0.046364833,114.0328193,31.26915521,509,0.417257476,0.512762537,255462.5265,0.535390809,0.099985903,0.198134665,-11.19163686,0.056518881,120.0493272,0.588103247,36.1003996
0.635,0.565,0,0.0,-11.06,43.058373012448804,0.0336,1963,0.359415879,0.522841354,0.550951149,0.051673093,-9.634748489,0.053343047,121.6912068,46.37122128,827,0.71813448,0.48409315,201515.5245,0.373427685,0.199600886,0.20455155,-13.369894,0.05160555,114.3029375,0.53991905,25.126
0.064,0.747,0,0.00647,-5.422,37.793896695615395,0.0308,1976,0.159638832,0.523566372,0.778,0.026380155,-5.761814159,0.067753982,127.1811504,36.7699115,226,0.370121782,0.528575896,267375.9328,0.547675598,0.124419441,0.246648058,-11.19534512,0.062356474,120.2947814,0.576663048,35.21663347
0.403,0.718,0,0.00249,-6.664,39.69769436874215,0.0505,1993,0.294875,0.7598125,0.578875,0.0120284,-10.3870625,0.06501875,127.852375,38.8125,32,0.320281025,0.569725819,247680.3649,0.550038774,0.111799363,0.192185601,-11.0844424,0.076870258,120.4223093,0.55555854,42.34806356
0.0556,0.654,1,0.0,-6.76,62.203162102591364,0.369,2020,0.139833333,0.706041667,0.691104167,7.46e-08,-5.471958333,0.2785375,133.6586458,66.27083333,48,0.202303152,0.605285375,218977.4828,0.67424741,0.24900808,0.234414811,-8.077562878,0.100628598,124.0583081,0.468030095,24.0647415
0.994,0.554,0,0.869,-10.514,-1.8396578342803878,0.0362,1952,0.994666667,0.432833333,0.392333333,0.902166667,-11.921,0.049283333,98.97366667,1.0,12,0.875521739,0.4560212,231152.291,0.25561511,0.283863632,0.23385555,-15.7948865,0.1378031,108.2383545,0.442967062,3.505
0.58,0.34,0,0.0032,-12.049,37.7465091222411,0.0339,1971,0.226624025,0.41753681,0.69257362,0.163542474,-10.06447853,0.061853681,118.6777117,39.33435583,652,0.459660617,0.501953432,259429.2899,0.494309042,0.125434891,0.212416,-12.1163916,0.060052296,118.1683077,0.570511605,33.9654321
0.188,0.75,0,0.0,-6.767,44.998728562183985,0.0319,1994,0.141380714,0.604857143,0.627107143,7.04e-05,-9.251714286,0.033017857,122.5816786,44.71428571,28,0.321045725,0.549706488,251335.2427,0.567884859,0.11799573,0.19113264,-10.52702031,0.075205993,117.9595206,0.524013373,44.42199108
1.42e-05,0.95,0,0.365,-5.898,13.982851302255966,0.039,2018,0.009038839,0.501254583,0.9505,0.723461538,-7.178936261,0.060656831,132.7350972,15.5,72,0.233836135,0.602730914,227073.14,0.659552093,0.229874471,0.231009359,-8.173433677,0.121044731,123.6442881,0.426566334,27.59948416
0.0874,0.88,0,0.678,-13.226,37.27962512373145,0.0571,1969,0.226624025,0.41753681,0.69257362,0.163542474,-10.06447853,0.061853681,118.6777117,39.33435583,652,0.446089055,0.486169772,238507.7899,0.490378821,0.163008627,0.208033647,-11.9812106,0.054223241,117.0169673,0.555223969,32.3567889
0.929,0.0988,0,0.931,-23.824,15.382857974668312,0.0388,1959,0.926066414,0.551020873,0.169922201,0.751928427,-19.86890323,0.047158065,102.6033548,17.46679317,527,0.78490922,0.47976285,211928.132,0.31221019,0.183819909,0.1925164,-14.413364,0.06436665,111.38834,0.4782571,20.5825
0.281,0.747,1,0.0,-9.021,47.727445650976044,0.665,1996,0.113478118,0.719588235,0.766921569,0.000141562,-6.912254902,0.391113725,115.4428627,48.39215686,51,0.309511025,0.587786047,251576.0856,0.579875433,0.100577223,0.199873231,-9.574210292,0.085968283,117.9722989,0.560785007,44.01979218
0.848,0.328,0,0.00478,-8.196,18.498272030080187,0.0298,1962,0.701276737,0.48641994,0.455803625,0.020282752,-9.733311178,0.03251148,112.9483263,19.03625378,331,0.725941852,0.4907444,206267.5385,0.36607358,0.171209073,0.2017907,-13.2739125,0.05652565,114.6859515,0.5415934,21.93
0.988,0.223,0,0.936,-19.927,9.558300199606407,0.0455,1953,0.962818182,0.484727273,0.181327273,0.910272727,-20.017,0.040190909,112.6861818,14.63636364,22,0.891746741,0.4408337,216552.2595,0.26741821,0.314624788,0.2214424,-15.4143045,0.09259075,110.008113,0.432251,3.6725
0.327,0.666,1,0.0,-7.543,52.066320084565675,0.0645,2012,0.200076,0.7634,0.666,0.0,-6.5998,0.09166,94.602,54.0,5,0.213520749,0.558841246,255291.6544,0.687063691,0.192877215,0.22086636,-7.650871873,0.085438489,123.3806105,0.465576223,31.27820316
0.633,0.229,0,0.00546,-18.345,41.75460600137843,0.0431,1976,0.518172549,0.719686275,0.367960784,0.331974476,-16.75484314,0.045815686,116.7637843,41.39215686,102,0.370121782,0.528575896,267375.9328,0.547675598,0.124419441,0.246648058,-11.19534512,0.062356474,120.2947814,0.576663048,35.21663347
0.0358,0.785,0,1.03e-05,-4.756,28.698581763121716,0.0747,1964,0.304815361,0.546845361,0.714671134,0.025800332,-8.099082474,0.056464948,122.8051443,29.92783505,388,0.695062306,0.501895452,195398.018,0.396852639,0.167019708,0.215589105,-12.84495602,0.061628686,114.7052969,0.557205297,25.74962519
0.00078,0.859,0,0.000342,-6.983,52.364533436125484,0.0271,1991,0.1508575,0.55235,0.7236,0.109629019,-7.9492,0.04325,123.1725,54.05,40,0.345380454,0.555550919,238606.8732,0.554201391,0.13935817,0.188346865,-11.07607214,0.070238472,119.7914743,0.559973267,38.95190948
0.848,0.227,0,0.0,-11.777,18.04672634021223,0.0386,1957,0.734866667,0.658466667,0.429533333,1.69e-06,-9.736733333,0.057393333,112.3194,19.53333333,30,0.7937751,0.5036534,240072.304,0.293809755,0.203772194,0.1862876,-14.271581,0.0675756,112.5288855,0.5109486,19.7005
0.553,0.349,0,0.928,-7.665,29.633951004072472,0.0268,1972,0.33712125,0.6323125,0.64,0.102160655,-8.97485,0.1052475,114.56425,29.4,160,0.459884077,0.521192651,247129.1212,0.502628282,0.117752665,0.206121351,-11.7896852,0.053658888,119.3463416,0.593671847,33.92303873
0.594,0.0882,1,0.0,-17.762,-0.4185647311985008,0.924,1935,0.351896502,0.696763404,0.188662638,2.78e-05,-18.23662979,0.926439489,111.5177532,0.035744681,2350,0.779467828,0.554997053,221102.2242,0.246622915,0.223655447,0.229625817,-15.40576041,0.355044523,110.7225874,0.544518193,1.372197309
0.851,0.229,0,0.025,-18.816,34.79898459536109,0.0448,1967,0.680605691,0.543304878,0.447853659,0.662985771,-15.43017886,0.040106098,102.4343984,36.33333333,41,0.542332251,0.489199001,198554.5866,0.441366266,0.123022584,0.191377733,-11.84957414,0.051578482,116.0915986,0.545514528,31.14927609
0.426,0.688,0,0.01,-5.483,32.667248690251995,0.0345,1969,0.436403704,0.43762963,0.566703704,0.003790694,-8.908111111,0.032814815,125.809963,32.14814815,54,0.446089055,0.486169772,238507.7899,0.490378821,0.163008627,0.208033647,-11.9812106,0.054223241,117.0169673,0.555223969,32.3567889
0.737,0.62,0,0.267,-8.22,34.92889391842415,0.0455,1969,0.331988395,0.477925926,0.523641975,0.060944681,-11.26779012,0.111669136,123.0304444,35.4691358,162,0.446089055,0.486169772,238507.7899,0.490378821,0.163008627,0.208033647,-11.9812106,0.054223241,117.0169673,0.555223969,32.3567889
0.0174,0.966,0,2.13e-06,-4.301,41.87199052163696,0.161,1993,0.01324224,0.344266667,0.955333333,0.025775421,-4.354866667,0.13376,128.9403333,42.73333333,30,0.320281025,0.569725819,247680.3649,0.550038774,0.111799363,0.192185601,-11.0844424,0.076870258,120.4223093,0.55555854,42.34806356
0.888,0.548,0,0.655,-8.116,10.830812284534332,0.127,1936,0.769643682,0.552097473,0.353812274,0.206245264,-12.18393863,0.063754693,122.5114892,13.89169675,554,0.601983263,0.62337805,172978.595,0.264007675,0.118508807,0.21355615,-19.12315,0.62713095,108.393047,0.5612938,2.6635
0.832,0.2,0,0.116,-25.917,9.745664272569385,0.0867,1960,0.632842594,0.464710145,0.213812319,0.425780217,-22.0772029,0.05047971,125.8026812,12.75362319,138,0.768254423,0.4820517,210238.5085,0.3393798,0.181655354,0.2077554,-13.806002,0.0649571,112.3545995,0.51902625,19.8485
0.976,0.211,0,3.16e-05,-11.02,2.6381343049612127,0.0532,1939,0.937267356,0.582754801,0.355212112,0.127329895,-11.96029247,0.167256721,119.68539,2.604135894,677,0.90901231,0.5136558,220997.613,0.2848278,0.281587954,0.2408573,-13.847035,0.1286782,113.324182,0.5612247,4.096
0.606,0.61,0,0.000254,-7.81,44.99953424790391,0.0278,1980,0.369384965,0.573453901,0.648502128,0.025701058,-8.410716312,0.036807801,122.7920071,45.73758865,282,0.293193449,0.554361422,250555.1402,0.594524196,0.125473791,0.204041765,-10.71437941,0.058306814,122.6728706,0.595666127,35.02401961
0.0971,0.715,1,0.0131,-6.587,57.7882267306573,0.0505,2016,0.075985529,0.722820261,0.891882353,0.16385,-5.464653595,0.082730392,118.2995425,62.0,34,0.226943656,0.581582546,258001.1865,0.656546976,0.203332473,0.221416688,-8.002875692,0.09723163,123.8149293,0.432452452,29.21243082
0.167,0.542,0,0.0056,-12.812,23.400436247599558,0.0644,1968,0.381383333,0.203333333,0.5675,0.307863333,-13.06366667,0.110533333,122.1333333,23.0,12,0.492957213,0.497322074,213801.116,0.456887378,0.12503021,0.215084691,-12.00209284,0.058626716,115.8942227,0.563009926,31.2
0.22,0.923,0,3.08e-06,-7.592,50.96296505485294,0.0549,1984,0.21598,0.715421053,0.786157895,0.098219661,-9.177421053,0.056415789,117.896,53.05263158,19,0.294050144,0.531049175,252347.0005,0.582314958,0.144558479,0.191903448,-11.69708996,0.058867766,121.1312244,0.550548531,37.3868066
0.994,0.145,0,0.929,-21.963,37.98819182466826,0.0745,1984,0.980963636,0.369163636,0.180143364,0.870609091,-18.97885455,0.058963636,119.3606182,36.90909091,110,0.294050144,0.531049175,252347.0005,0.582314958,0.144558479,0.191903448,-11.69708996,0.058867766,121.1312244,0.550548531,37.3868066
0.938,0.337,0,2.06e-06,-12.54,4.881152555184599,0.117,1953,0.866231579,0.445947368,0.419684211,0.102062294,-11.61652632,0.103956053,93.90821316,8.4,19,0.891746741,0.4408337,216552.2595,0.26741821,0.314624788,0.2214424,-15.4143045,0.09259075,110.008113,0.432251,3.6725
0.357,0.472,0,0.0,-13.103,36.015143288370474,0.102,1976,0.551302381,0.571809524,0.537428571,0.001487008,-11.57211905,0.094792857,125.9150952,34.0952381,84,0.370121782,0.528575896,267375.9328,0.547675598,0.124419441,0.246648058,-11.19534512,0.062356474,120.2947814,0.576663048,35.21663347
0.99,0.158,0,0.89,-20.584,31.902122475291897,0.0487,1951,0.5680325,0.289391667,0.368033333,0.792388333,-15.60066667,0.045841667,102.6545,41.08333333,24,0.900334436,0.4614231,212773.3105,0.25727004,0.30329008,0.2195399,-15.7249555,0.10735125,109.5698825,0.44362545,3.4195
0.38,0.756,0,1.15e-06,-9.682,32.979658623005186,0.0442,1972,0.400583333,0.620083333,0.7345,0.000635993,-8.960666667,0.053375,118.5805833,33.41666667,24,0.459884077,0.521192651,247129.1212,0.502628282,0.117752665,0.206121351,-11.7896852,0.053658888,119.3463416,0.593671847,33.92303873
7.16e-05,0.781,0,0.215,-12.755,8.201571019725577,0.0326,2017,0.001121067,0.622666667,0.889666667,0.629,-10.72433333,0.039166667,141.149,8.666666667,3,0.207413243,0.580475186,243402.2495,0.68639182,0.24706817,0.231512987,-8.026319109,0.096716512,121.8298066,0.436313381,31.66233766
0.0206,0.602,1,0.0058,-14.649,43.92443313715437,0.265,1991,0.050454891,0.763346667,0.558253333,0.273169022,-12.39494667,0.277869333,112.98072,44.17333333,75,0.345380454,0.555550919,238606.8732,0.554201391,0.13935817,0.188346865,-11.07607214,0.070238472,119.7914743,0.559973267,38.95190948
0.305,0.302,0,0.00681,-16.402,34.712969318174636,0.0293,1977,0.566116071,0.543160714,0.314389286,0.004382539,-15.540375,0.046491071,118.5261429,32.69642857,112,0.343144046,0.53352069,256076.6782,0.554584217,0.127443588,0.226251924,-11.12688006,0.062954673,121.6445122,0.582772214,35.30934533
0.0943,0.883,0,7e-05,-11.109,26.409226980958508,0.0774,1989,0.563174603,0.497111111,0.687111111,0.003995778,-9.468777778,0.059250794,117.248873,24.31746032,126,0.317918986,0.544702897,251943.5589,0.578152053,0.119108637,0.198228821,-11.46677872,0.063995305,120.3593646,0.54363002,38.55144855
0.282,0.168,0,6.31e-06,-16.058,16.797879093488504,0.0323,1960,0.691718182,0.460606061,0.344481818,0.151951183,-13.352,0.055454545,108.7790303,17.21212121,66,0.768254423,0.4820517,210238.5085,0.3393798,0.181655354,0.2077554,-13.806002,0.0649571,112.3545995,0.51902625,19.8485
0.824,0.219,0,0.373,-17.637,45.53545587728534,0.0472,1989,0.879886935,0.342907524,0.16893967,0.668495955,-20.72639908,0.047074713,118.3531558,45.0,91,0.317918986,0.544702897,251943.5589,0.578152053,0.119108637,0.198228821,-11.46677872,0.063995305,120.3593646,0.54363002,38.55144855
0.753,0.374,0,0.912,-19.553,19.990369960045157,0.0383,1961,0.865643917,0.466863501,0.190183086,0.692965104,-19.81149258,0.040884866,105.3317923,22.45697329,337,0.758147075,0.48771475,234195.0765,0.336076674,0.265371269,0.20764335,-14.269377,0.0592721,111.6490555,0.5073553,19.308
0.00285,0.814,0,1.67e-05,-8.141,35.83882212176155,0.0298,1975,0.345106965,0.581780488,0.529305765,0.1250465,-11.76851663,0.04084745,123.182255,35.35033259,902,0.430069642,0.522674419,254208.6512,0.523590594,0.110670374,0.213331123,-11.44521771,0.061662048,118.8616705,0.571675111,34.15833746
0.072,0.823,0,1.23e-06,-5.137,56.84560659484743,0.079,2005,0.168403488,0.768953488,0.76955814,5.8e-05,-5.691209302,0.104567442,108.6226279,56.23255814,43,0.253642774,0.556981425,229305.0394,0.662151277,0.163633129,0.216748044,-8.298213798,0.090550038,123.5640493,0.523379985,42.11068992
0.996,0.392,0,0.931,-13.28,-1.4109106202596848,0.111,1927,0.984488204,0.658213275,0.286427367,0.542779027,-12.11405222,0.110551337,123.0008912,0.049701164,3179,0.91582582,0.655929333,176542.812,0.267902133,0.320992036,0.177386533,-15.235276,0.261915333,112.6637067,0.669675733,0.684
0.461,0.5,0,2.02e-06,-7.839,49.00730430406445,0.0344,1997,0.491591667,0.72425,0.49925,6.73e-05,-8.13925,0.040925,112.9268333,46.66666667,24,0.312734448,0.574223335,245644.0612,0.596707119,0.110611746,0.201914258,-9.256276764,0.089755599,118.1493251,0.545356093,44.64578194
0.615,0.367,0,0.0,-10.149,20.527085736107423,0.0322,1964,0.643578947,0.612157895,0.442894737,2.27e-06,-10.22536842,0.031847368,116.3630526,19.57894737,38,0.695062306,0.501895452,195398.018,0.396852639,0.167019708,0.215589105,-12.84495602,0.061628686,114.7052969,0.557205297,25.74962519
